Gene name	Human gene stable ID	Human gene name	Query protein or transcript ID	Human homology type	Human orthology confidence [0 low, 1 high]
	ENSG00000238754	SCARNA18B	ENSTGUT00000018699	ortholog_one2many	1
	ENSG00000238575		ENSTGUT00000018699	ortholog_one2many	1
	ENSG00000238832		ENSTGUT00000018699	ortholog_one2many	0
	ENSG00000252040		ENSTGUT00000018699	ortholog_one2many	0
TMEM215	ENSG00000188133	TMEM215	ENSTGUP00000001351	ortholog_one2one	1
PTPRN	ENSG00000054356	PTPRN	ENSTGUP00000006162	ortholog_one2one	1
PRKG2	ENSG00000138669	PRKG2	ENSTGUP00000002960	ortholog_one2one	1
					
TRPC4AP	ENSG00000100991	TRPC4AP	ENSTGUP00000003984	ortholog_one2one	1
AGBL2	ENSG00000165923	AGBL2	ENSTGUP00000029184	ortholog_one2one	1
KCNA2	ENSG00000177301	KCNA2	ENSTGUP00000026465	ortholog_one2one	1
CIRBP	ENSG00000099622	CIRBP	ENSTGUP00000019619	ortholog_one2one	1
	ENSG00000162482	AKR7A3	ENSTGUP00000012857	ortholog_many2many	0
	ENSG00000151632	AKR1C2	ENSTGUP00000012857	ortholog_many2many	0
	ENSG00000196139	AKR1C3	ENSTGUP00000012857	ortholog_many2many	0
	ENSG00000187134	AKR1C1	ENSTGUP00000012857	ortholog_many2many	0
	ENSG00000227471	AKR1B15	ENSTGUP00000012857	ortholog_many2many	1
	ENSG00000264006	AKR1C8	ENSTGUP00000012857	ortholog_many2many	0
	ENSG00000198074	AKR1B10	ENSTGUP00000012857	ortholog_many2many	1
	ENSG00000198610	AKR1C4	ENSTGUP00000012857	ortholog_many2many	0
SLC9A1	ENSG00000090020	SLC9A1	ENSTGUP00000000997	ortholog_one2one	1
GALK1	ENSG00000108479	GALK1	ENSTGUP00000038133	ortholog_one2one	1
AARSD1	ENSG00000266967	AARSD1	ENSTGUP00000002926	ortholog_one2one	1
tgu-mir-15c					
SLC24A4	ENSG00000140090	SLC24A4	ENSTGUP00000022438	ortholog_one2one	1
CYBB	ENSG00000165168	CYBB	ENSTGUP00000007030	ortholog_one2one	1
					
	ENSG00000170049	KCNAB3	ENSTGUP00000038594	ortholog_one2one	0
	ENSG00000089597	GANAB	ENSTGUP00000025841	ortholog_one2many	1
POLR2M	ENSG00000255529	POLR2M	ENSTGUP00000036936	ortholog_one2one	1
					
NEURL2	ENSG00000124257	NEURL2	ENSTGUP00000006310	ortholog_one2one	1
					
KCNQ2	ENSG00000075043	KCNQ2	ENSTGUP00000007668	ortholog_one2one	1
	ENSG00000109944	JHY	ENSTGUP00000020391	ortholog_one2one	0
TLL2	ENSG00000095587	TLL2	ENSTGUP00000007506	ortholog_one2one	1
CKAP5	ENSG00000175216	CKAP5	ENSTGUP00000034377	ortholog_one2one	1
tgu-mir-16c					
					
MIR153-1	ENSG00000207647	MIR153-1	ENSTGUT00000018542	ortholog_one2one	1
TAF1B	ENSG00000115750	TAF1B	ENSTGUP00000013423	ortholog_one2one	1
					
					
					
TOPORS	ENSG00000197579	TOPORS	ENSTGUP00000001353	ortholog_one2one	1
GSTCD	ENSG00000138780	GSTCD	ENSTGUP00000003946	ortholog_one2one	1
NPEPL1	ENSG00000215440	NPEPL1	ENSTGUP00000008389	ortholog_one2one	1
					
					
					
					
LOX	ENSG00000113083	LOX	ENSTGUP00000029376	ortholog_one2one	1
ACOT8	ENSG00000101473	ACOT8	ENSTGUP00000006322	ortholog_one2one	1
USP18	ENSG00000184979	USP18	ENSTGUP00000012861	ortholog_one2one	1
					
	ENSG00000073712	FERMT2	ENSTGUP00000028384	ortholog_one2many	1
					
FBXO22	ENSG00000167196	FBXO22	ENSTGUP00000003628	ortholog_one2one	1
HPRT1	ENSG00000165704	HPRT1	ENSTGUP00000003045	ortholog_one2one	1
					
					
					
USP21	ENSG00000143258	USP21	ENSTGUP00000026811	ortholog_one2one	1
HECW2	ENSG00000138411	HECW2	ENSTGUP00000011003	ortholog_one2one	1
LUZP1	ENSG00000169641	LUZP1	ENSTGUP00000001481	ortholog_one2one	1
					
					
					
					
SNX21	ENSG00000124104	SNX21	ENSTGUP00000006329	ortholog_one2one	1
FABP1	ENSG00000163586	FABP1	ENSTGUP00000028657	ortholog_one2one	1
KCNA10	ENSG00000143105	KCNA10	ENSTGUP00000000880	ortholog_one2one	1
PPFIA1	ENSG00000131626	PPFIA1	ENSTGUP00000038355	ortholog_one2one	1
	ENSG00000145888	GLRA1	ENSTGUP00000006521	ortholog_one2many	1
					
					
NRG4	ENSG00000169752	NRG4	ENSTGUP00000018016	ortholog_one2one	1
FAM167A	ENSG00000154319	FAM167A	ENSTGUP00000013696	ortholog_one2one	1
YWHAQ	ENSG00000134308	YWHAQ	ENSTGUP00000019335	ortholog_one2one	1
DYNLT3	ENSG00000165169	DYNLT3	ENSTGUP00000036766	ortholog_one2one	1
STX16	ENSG00000124222	STX16	ENSTGUP00000022634	ortholog_one2one	1
					
PHF6	ENSG00000156531	PHF6	ENSTGUP00000003058	ortholog_one2one	1
	ENSG00000131471	AOC3	ENSTGUP00000036122	ortholog_many2many	1
	ENSG00000131480	AOC2	ENSTGUP00000036122	ortholog_many2many	1
RNF26	ENSG00000173456	RNF26	ENSTGUP00000027364	ortholog_one2one	1
ACSS1	ENSG00000154930	ACSS1	ENSTGUP00000005540	ortholog_one2one	1
PLS1	ENSG00000120756	PLS1	ENSTGUP00000008894	ortholog_one2one	1
SH3GLB2	ENSG00000148341	SH3GLB2	ENSTGUP00000004458	ortholog_one2one	1
					
ITGB3	ENSG00000259207	ITGB3	ENSTGUP00000003271	ortholog_one2one	1
KDM1A	ENSG00000004487	KDM1A	ENSTGUP00000001487	ortholog_one2one	1
MYZAP	ENSG00000263155	MYZAP	ENSTGUP00000006401	ortholog_one2one	1
	ENSG00000125741	OPA3	ENSTGUP00000021634	ortholog_one2many	1
					
tgu-mir-106					
ITGB4	ENSG00000132470	ITGB4	ENSTGUP00000008671	ortholog_one2one	1
SRFBP1	ENSG00000151304	SRFBP1	ENSTGUP00000021606	ortholog_one2one	1
tgu-mir-2965					
	ENSG00000143367	TUFT1	ENSTGUP00000032934	ortholog_one2one	0
DENND2D	ENSG00000162777	DENND2D	ENSTGUP00000001433	ortholog_one2one	1
					
TNNC2	ENSG00000101470	TNNC2	ENSTGUP00000006341	ortholog_one2one	1
GRAMD2B	ENSG00000155324	GRAMD2B	ENSTGUP00000001358	ortholog_one2one	1
BLK	ENSG00000136573	BLK	ENSTGUP00000013694	ortholog_one2one	1
RIN3	ENSG00000100599	RIN3	ENSTGUP00000012955	ortholog_one2one	1
PAK6	ENSG00000137843	PAK6	ENSTGUP00000007486	ortholog_one2one	1
tgu-mir-20b	ENSG00000284043	MIR20B	ENSTGUT00000018772	ortholog_one2one	1
WDTC1	ENSG00000142784	WDTC1	ENSTGUP00000032733	ortholog_one2one	1
CRTAM	ENSG00000109943	CRTAM	ENSTGUP00000000491	ortholog_one2one	1
MTCL1	ENSG00000168502	MTCL1	ENSTGUP00000021784	ortholog_one2one	1
	ENSG00000178921	PFAS	ENSTGUP00000038239	ortholog_one2many	0
TRPC1	ENSG00000144935	TRPC1	ENSTGUP00000008922	ortholog_one2one	1
SYTL5	ENSG00000147041	SYTL5	ENSTGUP00000036461	ortholog_one2one	1
DES	ENSG00000175084	DES	ENSTGUP00000006248	ortholog_one2one	1
	ENSG00000252427		ENSTGUT00000018720	ortholog_one2one	1
TMEM266	ENSG00000169758	TMEM266	ENSTGUP00000022626	ortholog_one2one	1
					
	ENSG00000131471	AOC3	ENSTGUP00000024714	ortholog_many2many	1
	ENSG00000131480	AOC2	ENSTGUP00000024714	ortholog_many2many	1
TUBA8	ENSG00000183785	TUBA8	ENSTGUP00000020332	ortholog_one2one	1
					
tgu-mir-19b-2	ENSG00000284107	MIR19B2	ENSTGUT00000018368	ortholog_one2one	1
					
ADAM17	ENSG00000151694	ADAM17	ENSTGUP00000013420	ortholog_one2one	1
HNRNPD	ENSG00000138668	HNRNPD	ENSTGUP00000002954	ortholog_one2one	1
	ENSG00000173653	RCE1	ENSTGUP00000031060	ortholog_one2many	1
TOMM6	ENSG00000214736	TOMM6	ENSTGUP00000020864	ortholog_one2one	1
LAMTOR5	ENSG00000134248	LAMTOR5	ENSTGUP00000023972	ortholog_one2one	1
tgu-mir-2958					
	ENSG00000131471	AOC3	ENSTGUP00000002908	ortholog_many2many	1
	ENSG00000131480	AOC2	ENSTGUP00000002908	ortholog_many2many	1
SMYD1	ENSG00000115593	SMYD1	ENSTGUP00000024740	ortholog_one2one	1
	ENSG00000125753	VASP	ENSTGUP00000019628	ortholog_one2one	0
APCDD1L	ENSG00000198768	APCDD1L	ENSTGUP00000008422	ortholog_one2one	1
					
FAM174C	ENSG00000228300	FAM174C	ENSTGUP00000035579	ortholog_one2one	1
					
PCOLCE2	ENSG00000163710	PCOLCE2	ENSTGUP00000008938	ortholog_one2one	1
					
DRAM2	ENSG00000156171	DRAM2	ENSTGUP00000001443	ortholog_one2one	1
INTS12	ENSG00000138785	INTS12	ENSTGUP00000003939	ortholog_one2one	1
MCAM	ENSG00000076706	MCAM	ENSTGUP00000020582	ortholog_one2one	1
					
USP49	ENSG00000164663	USP49	ENSTGUP00000017725	ortholog_one2one	1
	ENSG00000179673	RPRML	ENSTGUP00000035168	ortholog_one2one	0
PSME3	ENSG00000131467	PSME3	ENSTGUP00000002896	ortholog_one2one	1
	ENSG00000129354	AP1M2	ENSTGUP00000031000	ortholog_one2many	1
TTBK1	ENSG00000146216	TTBK1	ENSTGUP00000033350	ortholog_one2one	1
SLC35E1	ENSG00000127526	SLC35E1	ENSTGUP00000034348	ortholog_one2one	1
PAM	ENSG00000145730	PAM	ENSTGUP00000000945	ortholog_one2one	1
UBAP2	ENSG00000137073	UBAP2	ENSTGUP00000019703	ortholog_one2one	1
HNRNPDL	ENSG00000152795	HNRNPDL	ENSTGUP00000028690	ortholog_one2one	1
					
	ENSG00000161526	SAP30BP	ENSTGUP00000032339	ortholog_one2many	1
PLCB2	ENSG00000137841	PLCB2	ENSTGUP00000007494	ortholog_one2one	1
					
EFNA2	ENSG00000099617	EFNA2	ENSTGUP00000000897	ortholog_one2one	1
GATA4	ENSG00000136574	GATA4	ENSTGUP00000020344	ortholog_one2one	1
					
					
PRR16	ENSG00000184838	PRR16	ENSTGUP00000001185	ortholog_one2one	1
	ENSG00000179593	ALOX15B	ENSTGUP00000036533	ortholog_one2many	0
					
VAPB	ENSG00000124164	VAPB	ENSTGUP00000008439	ortholog_one2one	1
					
					
					
ARHGAP1	ENSG00000175220	ARHGAP1	ENSTGUP00000019038	ortholog_one2one	1
UBASH3B	ENSG00000154127	UBASH3B	ENSTGUP00000038041	ortholog_one2one	1
					
MIGA2	ENSG00000148343	MIGA2	ENSTGUP00000004475	ortholog_one2one	1
UBE2C	ENSG00000175063	UBE2C	ENSTGUP00000025571	ortholog_one2one	1
					
ZMPSTE24	ENSG00000084073	ZMPSTE24	ENSTGUP00000023005	ortholog_one2one	1
					
					
HSD17B4	ENSG00000133835	HSD17B4	ENSTGUP00000001196	ortholog_one2one	1
					
STK17B	ENSG00000081320	STK17B	ENSTGUP00000011007	ortholog_one2one	1
tgu-mir-92-2	ENSG00000284538	MIR92A2	ENSTGUT00000018779	ortholog_one2one	1
MED20	ENSG00000124641	MED20	ENSTGUP00000030456	ortholog_one2one	1
TM9SF3	ENSG00000077147	TM9SF3	ENSTGUP00000027036	ortholog_one2one	1
MED26	ENSG00000105085	MED26	ENSTGUP00000020749	ortholog_one2one	1
	ENSG00000079277	MKNK1	ENSTGUP00000000903	ortholog_many2many	0
CRHR1	ENSG00000120088	CRHR1	ENSTGUP00000037310	ortholog_one2one	1
PRKAB2	ENSG00000131791	PRKAB2	ENSTGUP00000034132	ortholog_one2one	1
IAH1	ENSG00000134330	IAH1	ENSTGUP00000013413	ortholog_one2one	1
	ENSG00000179148	ALOXE3	ENSTGUP00000034109	ortholog_one2many	0
SLC16A4	ENSG00000168679	SLC16A4	ENSTGUP00000000917	ortholog_one2one	1
tgu-mir-363	ENSG00000284499	MIR363	ENSTGUT00000018770	ortholog_one2one	1
LGMN	ENSG00000100600	LGMN	ENSTGUP00000024902	ortholog_one2one	1
ENOPH1	ENSG00000145293	ENOPH1	ENSTGUP00000002931	ortholog_one2one	1
ARHGEF38	ENSG00000236699	ARHGEF38	ENSTGUP00000013722	ortholog_one2one	1
PSAT1	ENSG00000135069	PSAT1	ENSTGUP00000030696	ortholog_one2one	1
DLG5	ENSG00000151208	DLG5	ENSTGUP00000020278	ortholog_one2one	1
BECN1	ENSG00000126581	BECN1	ENSTGUP00000002874	ortholog_one2one	1
ETFA	ENSG00000140374	ETFA	ENSTGUP00000019929	ortholog_one2one	1
	ENSG00000048052	HDAC9	ENSTGUP00000036509	ortholog_one2many	1
RXFP3	ENSG00000182631	RXFP3	ENSTGUP00000002003	ortholog_one2one	1
NEIL2	ENSG00000154328	NEIL2	ENSTGUP00000013689	ortholog_one2one	1
	ENSG00000100522	GNPNAT1	ENSTGUP00000034654	ortholog_one2many	1
LRIF1	ENSG00000121931	LRIF1	ENSTGUP00000026575	ortholog_one2one	1
	ENSG00000214046	SMIM7	ENSTGUP00000028821	ortholog_one2one	0
GPC3	ENSG00000147257	GPC3	ENSTGUP00000003067	ortholog_one2one	1
BYSL	ENSG00000112578	BYSL	ENSTGUP00000026402	ortholog_one2one	1
					
	ENSG00000103647	CORO2B	ENSTGUP00000024569	ortholog_one2many	1
MTCH2	ENSG00000109919	MTCH2	ENSTGUP00000007913	ortholog_one2one	1
	ENSG00000147813	NAPRT	ENSTGUP00000029305	ortholog_one2many	1
RAB22A	ENSG00000124209	RAB22A	ENSTGUP00000037081	ortholog_one2one	1
U2SURP	ENSG00000163714	U2SURP	ENSTGUP00000026686	ortholog_one2one	1
					
					
MAGI3	ENSG00000081026	MAGI3	ENSTGUP00000017804	ortholog_one2one	1
SLC45A2	ENSG00000164175	SLC45A2	ENSTGUP00000002004	ortholog_one2one	1
CPSF3	ENSG00000119203	CPSF3	ENSTGUP00000013410	ortholog_one2one	1
CNTD1	ENSG00000176563	CNTD1	ENSTGUP00000002861	ortholog_one2one	1
	ENSG00000125744	RTN2	ENSTGUP00000022900	ortholog_one2one	0
	ENSG00000144821	MYH15	ENSTGUP00000034848	ortholog_one2one	0
TMEM38A	ENSG00000072954	TMEM38A	ENSTGUP00000000488	ortholog_one2one	1
	ENSG00000157502	PWWP3B	ENSTGUP00000031239	ortholog_one2many	0
	ENSG00000278803	PWWP4	ENSTGUP00000031239	ortholog_one2many	0
	ENSG00000160953	PWWP3A	ENSTGUP00000031239	ortholog_one2many	1
					
NUDT8	ENSG00000167799	NUDT8	ENSTGUP00000007921	ortholog_one2one	1
					
					
TNFAIP8	ENSG00000145779	TNFAIP8	ENSTGUP00000022217	ortholog_one2one	1
					
INSRR	ENSG00000027644	INSRR	ENSTGUP00000017650	ortholog_one2one	1
FDFT1	ENSG00000079459	FDFT1	ENSTGUP00000031928	ortholog_one2one	1
					
TMEM150C	ENSG00000249242	TMEM150C	ENSTGUP00000025281	ortholog_one2one	1
					
ANP32A	ENSG00000139223	ANP32D	ENSTGUP00000010000	ortholog_many2many	1
ANP32A	ENSG00000140350	ANP32A	ENSTGUP00000010000	ortholog_many2many	1
	ENSG00000125740	FOSB	ENSTGUP00000034629	ortholog_one2many	0
					
RECQL5	ENSG00000108469	RECQL5	ENSTGUP00000029154	ortholog_one2one	1
CGNL1	ENSG00000128849	CGNL1	ENSTGUP00000036949	ortholog_one2one	1
					
DOLPP1	ENSG00000167130	DOLPP1	ENSTGUP00000004481	ortholog_one2one	1
					
MICAL3	ENSG00000243156	MICAL3	ENSTGUP00000022198	ortholog_one2one	1
DNTTIP1	ENSG00000101457	DNTTIP1	ENSTGUP00000034352	ortholog_one2one	1
ALDH7A1	ENSG00000164904	ALDH7A1	ENSTGUP00000001372	ortholog_one2one	1
SYTL1	ENSG00000142765	SYTL1	ENSTGUP00000029613	ortholog_one2one	1
ATG13	ENSG00000175224	ATG13	ENSTGUP00000010955	ortholog_one2one	1
SIN3B	ENSG00000127511	SIN3B	ENSTGUP00000000486	ortholog_one2one	1
CCND3	ENSG00000112576	CCND3	ENSTGUP00000033713	ortholog_one2one	1
					
KRI1	ENSG00000129347	KRI1	ENSTGUP00000031184	ortholog_one2one	1
					
GPC4	ENSG00000076716	GPC4	ENSTGUP00000003090	ortholog_one2one	1
	ENSG00000283632	EXOC3L2	ENSTGUP00000025691	ortholog_one2many	0
CEP78	ENSG00000148019	CEP78	ENSTGUP00000003508	ortholog_one2one	1
					
					
tgu-mir-100-2	ENSG00000207994	MIR100	ENSTGUT00000034906	ortholog_one2one	1
	ENSG00000178104	PDE4DIP	ENSTGUP00000017524	ortholog_one2one	0
RLF	ENSG00000117000	RLF	ENSTGUP00000001491	ortholog_one2one	1
					
AMACR	ENSG00000242110	AMACR	ENSTGUP00000002006	ortholog_one2one	1
					
SLC39A10	ENSG00000196950	SLC39A10	ENSTGUP00000026213	ortholog_one2one	1
tgu-let-7a-2					
					
	ENSG00000172116	CD8B	ENSTGUP00000011182	ortholog_one2many	0
	ENSG00000254126	CD8B2	ENSTGUP00000011182	ortholog_one2many	0
					
SLC22A7	ENSG00000137204	SLC22A7	ENSTGUP00000005479	ortholog_one2one	1
					
DMXL1	ENSG00000172869	DMXL1	ENSTGUP00000019639	ortholog_one2one	1
PIK3AP1	ENSG00000155629	PIK3AP1	ENSTGUP00000035869	ortholog_one2one	1
	ENSG00000157782	CABP1	ENSTGUP00000027280	ortholog_one2one	0
					
					
					
ITGB1BP1	ENSG00000119185	ITGB1BP1	ENSTGUP00000013400	ortholog_one2one	1
					
	ENSG00000179593	ALOX15B	ENSTGUP00000031614	ortholog_one2many	0
MIR125B1	ENSG00000207971	MIR125B1	ENSTGUT00000018279	ortholog_one2one	1
					
CHST2	ENSG00000175040	CHST2	ENSTGUP00000008979	ortholog_one2one	1
					
SCD5	ENSG00000145284	SCD5	ENSTGUP00000002919	ortholog_one2one	1
	ENSG00000255346	NOX5	ENSTGUP00000034802	ortholog_one2many	1
CHRNA4	ENSG00000101204	CHRNA4	ENSTGUP00000007672	ortholog_one2one	1
					
					
	ENSG00000007047	MARK4	ENSTGUP00000030116	ortholog_one2many	0
	ENSG00000198252	STYX	ENSTGUP00000021285	ortholog_one2many	1
CRAT	ENSG00000095321	CRAT	ENSTGUP00000032954	ortholog_one2one	1
SRPX	ENSG00000101955	SRPX	ENSTGUP00000006940	ortholog_one2one	1
INAFM2	ENSG00000259330	INAFM2	ENSTGUP00000037305	ortholog_one2one	1
C1QTNF3	ENSG00000082196	C1QTNF3	ENSTGUP00000002012	ortholog_one2one	1
VPS25	ENSG00000131475	VPS25	ENSTGUP00000023440	ortholog_one2one	1
					
					
					
KCNC4	ENSG00000116396	KCNC4	ENSTGUP00000018817	ortholog_one2one	1
					
					
					
F2RL3	ENSG00000127533	F2RL3	ENSTGUP00000000480	ortholog_one2one	1
CHD5	ENSG00000116254	CHD5	ENSTGUP00000031215	ortholog_one2one	1
HS6ST2	ENSG00000171004	HS6ST2	ENSTGUP00000024836	ortholog_one2one	1
					
					
NFKBID	ENSG00000167604	NFKBID	ENSTGUP00000018368	ortholog_one2one	1
CTSB	ENSG00000164733	CTSB	ENSTGUP00000031304	ortholog_one2one	1
					
TTL	ENSG00000114999	TTL	ENSTGUP00000005439	ortholog_one2one	1
SORCS3	ENSG00000156395	SORCS3	ENSTGUP00000030655	ortholog_one2one	1
SLC9A9	ENSG00000181804	SLC9A9	ENSTGUP00000009015	ortholog_one2one	1
NFIC	ENSG00000141905	NFIC	ENSTGUP00000028015	ortholog_one2one	1
					
TAF8	ENSG00000137413	TAF8	ENSTGUP00000030006	ortholog_one2one	1
ISL2	ENSG00000159556	ISL2	ENSTGUP00000003668	ortholog_one2one	1
FEM1C	ENSG00000145780	FEM1C	ENSTGUP00000028280	ortholog_one2one	1
					
					
					
SORL1	ENSG00000137642	SORL1	ENSTGUP00000000483	ortholog_one2one	1
					
PPA2	ENSG00000138777	PPA2	ENSTGUP00000003915	ortholog_one2one	1
RAI14	ENSG00000039560	RAI14	ENSTGUP00000031083	ortholog_one2one	1
GMPPA	ENSG00000144591	GMPPA	ENSTGUP00000006308	ortholog_one2one	1
	ENSG00000100523	DDHD1	ENSTGUP00000022356	ortholog_one2many	1
NDUFS7	ENSG00000115286	NDUFS7	ENSTGUP00000000895	ortholog_one2one	1
	ENSG00000248098	BCKDHA	ENSTGUP00000027890	ortholog_one2many	0
CD8A	ENSG00000153563	CD8A	ENSTGUP00000021783	ortholog_one2one	1
					
ASAP2	ENSG00000151693	ASAP2	ENSTGUP00000018408	ortholog_one2one	1
RAMP2	ENSG00000131477	RAMP2	ENSTGUP00000002853	ortholog_one2one	1
	ENSG00000130734	ATG4D	ENSTGUP00000029096	ortholog_one2many	1
					
	ENSG00000048052	HDAC9	ENSTGUP00000002713	ortholog_one2many	0
					
ASIC2	ENSG00000108684	ASIC2	ENSTGUP00000032760	ortholog_one2one	1
PHGDH	ENSG00000092621	PHGDH	ENSTGUP00000019532	ortholog_one2one	1
CPAMD8	ENSG00000160111	CPAMD8	ENSTGUP00000000479	ortholog_one2one	1
POLR1B	ENSG00000125630	POLR1B	ENSTGUP00000035461	ortholog_one2one	1
					
					
DIPK2A	ENSG00000181744	DIPK2A	ENSTGUP00000009023	ortholog_one2one	1
SEC31A	ENSG00000138674	SEC31A	ENSTGUP00000033430	ortholog_one2one	1
MBNL3	ENSG00000076770	MBNL3	ENSTGUP00000029005	ortholog_one2one	1
GOLGA5	ENSG00000066455	GOLGA5	ENSTGUP00000033616	ortholog_one2one	1
GJA9	ENSG00000131233	GJA9	ENSTGUP00000037370	ortholog_one2one	1
SLC6A17	ENSG00000197106	SLC6A17	ENSTGUP00000000902	ortholog_one2one	1
SCAPER	ENSG00000140386	SCAPER	ENSTGUP00000003737	ortholog_one2one	1
EZH1	ENSG00000108799	EZH1	ENSTGUP00000002850	ortholog_one2one	1
					
CCDC9B	ENSG00000188549	CCDC9B	ENSTGUP00000007498	ortholog_one2one	1
	ENSG00000079999	KEAP1	ENSTGUP00000035301	ortholog_one2many	1
RRAGC	ENSG00000116954	RRAGC	ENSTGUP00000023368	ortholog_one2one	1
					
CCDC112	ENSG00000164221	CCDC112	ENSTGUP00000025201	ortholog_one2one	1
CIMIP1	ENSG00000124237	CIMIP1	ENSTGUP00000008490	ortholog_one2one	1
					
TWIST1	ENSG00000122691	TWIST1	ENSTGUP00000002715	ortholog_one2one	1
					
	ENSG00000104823	ECH1	ENSTGUP00000026727	ortholog_one2many	0
					
	ENSG00000173947	CIMAP3	ENSTGUP00000021548	ortholog_one2one	0
					
HMGCS2	ENSG00000134240	HMGCS2	ENSTGUP00000017522	ortholog_one2one	1
HARBI1	ENSG00000180423	HARBI1	ENSTGUP00000010956	ortholog_one2one	1
					
					
	ENSG00000091106	NLRC4	ENSTGUP00000011025	ortholog_one2one	0
					
DTWD2	ENSG00000169570	DTWD2	ENSTGUP00000038689	ortholog_one2one	1
DISP2	ENSG00000140323	DISP2	ENSTGUP00000007509	ortholog_one2one	1
RPGR	ENSG00000156313	RPGR	ENSTGUP00000027073	ortholog_one2one	1
MBOAT2	ENSG00000143797	MBOAT2	ENSTGUP00000013391	ortholog_one2one	1
RAB12	ENSG00000206418	RAB12	ENSTGUP00000010205	ortholog_one2one	1
PSMC6	ENSG00000100519	PSMC6	ENSTGUP00000034300	ortholog_one2one	1
	ENSG00000138604	GLCE	ENSTGUP00000029680	ortholog_one2many	1
FERD3L	ENSG00000146618	FERD3L	ENSTGUP00000002716	ortholog_one2one	1
PLOD2	ENSG00000152952	PLOD2	ENSTGUP00000034921	ortholog_one2one	1
KCNMA1	ENSG00000156113	KCNMA1	ENSTGUP00000030634	ortholog_one2one	1
PMEPA1	ENSG00000124225	PMEPA1	ENSTGUP00000027930	ortholog_one2one	1
CNTNAP1	ENSG00000108797	CNTNAP1	ENSTGUP00000002833	ortholog_one2one	1
					
					
	ENSG00000161888	SPC24	ENSTGUP00000021970	ortholog_one2one	0
					
SMARCD2	ENSG00000108604	SMARCD2	ENSTGUP00000003319	ortholog_one2one	1
	ENSG00000185668	POU3F1	ENSTGUP00000020512	ortholog_many2many	1
	ENSG00000248483	POU5F2	ENSTGUP00000020512	ortholog_many2many	0
	ENSG00000212993	POU5F1B	ENSTGUP00000020512	ortholog_many2many	0
	ENSG00000204531	POU5F1	ENSTGUP00000020512	ortholog_many2many	0
					
	ENSG00000128944	KNSTRN	ENSTGUP00000033148	ortholog_one2one	0
					
					
AMBRA1	ENSG00000110497	AMBRA1	ENSTGUP00000019891	ortholog_one2one	1
POLR1F	ENSG00000105849	POLR1F	ENSTGUP00000002718	ortholog_one2one	1
					
	ENSG00000142444	TIMM29	ENSTGUP00000020784	ortholog_one2many	0
CHGA	ENSG00000100604	CHGA	ENSTGUP00000012975	ortholog_one2one	1
GAMT	ENSG00000130005	GAMT	ENSTGUP00000025741	ortholog_one2one	1
					
LRIG2	ENSG00000198799	LRIG2	ENSTGUP00000017806	ortholog_one2one	1
GPR3	ENSG00000181773	GPR3	ENSTGUP00000037982	ortholog_one2one	1
	ENSG00000137193	PIM1	ENSTGUP00000017056	ortholog_one2many	0
PTPA	ENSG00000119383	PTPA	ENSTGUP00000026713	ortholog_one2one	1
PCK1	ENSG00000124253	PCK1	ENSTGUP00000008518	ortholog_one2one	1
RCN2	ENSG00000117906	RCN2	ENSTGUP00000030144	ortholog_one2one	1
	ENSG00000137819	PAQR5	ENSTGUP00000018363	ortholog_one2many	0
PGGT1B	ENSG00000164219	PGGT1B	ENSTGUP00000028182	ortholog_one2one	1
UTP11	ENSG00000183520	UTP11	ENSTGUP00000001507	ortholog_one2one	1
PSMC5	ENSG00000087191	PSMC5	ENSTGUP00000024254	ortholog_one2one	1
ASIC4	ENSG00000072182	ASIC4	ENSTGUP00000027011	ortholog_one2one	1
					
	ENSG00000198356	GET3	ENSTGUP00000029587	ortholog_one2many	1
					
IVD	ENSG00000128928	IVD	ENSTGUP00000007531	ortholog_one2one	1
CDK2AP2	ENSG00000167797	CDK2AP2	ENSTGUP00000031796	ortholog_one2one	1
					
CCR10	ENSG00000184451	CCR10	ENSTGUP00000034499	ortholog_one2one	1
FZR1	ENSG00000105325	FZR1	ENSTGUP00000025462	ortholog_one2one	1
					
					
WASF2	ENSG00000158195	WASF2	ENSTGUP00000000989	ortholog_one2one	1
					
RAP2C	ENSG00000123728	RAP2C	ENSTGUP00000019661	ortholog_one2one	1
TCF12	ENSG00000140262	TCF12	ENSTGUP00000024754	ortholog_one2one	1
ALDH1A1	ENSG00000165092	ALDH1A1	ENSTGUP00000000823	ortholog_one2one	1
TMEM196	ENSG00000173452	TMEM196	ENSTGUP00000033129	ortholog_one2one	1
					
	ENSG00000143224	PPOX	ENSTGUP00000023416	ortholog_one2one	0
HAUS8	ENSG00000131351	HAUS8	ENSTGUP00000000475	ortholog_one2one	1
					
	ENSG00000104824	HNRNPL	ENSTGUP00000025776	ortholog_one2many	0
PLEKHH3	ENSG00000068137	PLEKHH3	ENSTGUP00000002811	ortholog_one2one	1
	ENSG00000137807	KIF23	ENSTGUP00000010011	ortholog_one2many	1
TMEFF2	ENSG00000144339	TMEFF2	ENSTGUP00000011043	ortholog_one2one	1
					
TRIM36	ENSG00000152503	TRIM36	ENSTGUP00000023141	ortholog_one2one	1
					
ALX3	ENSG00000156150	ALX3	ENSTGUP00000000879	ortholog_one2one	1
DAZAP1	ENSG00000071626	DAZAP1	ENSTGUP00000000892	ortholog_one2one	1
					
	ENSG00000124092	CTCFL	ENSTGUP00000008541	ortholog_one2one	0
